Type,Air_temperature__K_,Process_temperature__K_,Rotational_speed__rpm_,Torque__Nm_,Tool_wear__min_,Machine_failure
L,304.1,313.3,1470,39.9,70,0
L,298.2,307.8,1528,31.1,194,0
L,296.3,307.3,1444,49,13,0
M,298,307.8,1483,50.9,26,0
L,299.9,309.2,1436,52,107,0
L,297.3,308.3,1550,37,54,0
L,297.4,308.3,1548,46.6,7,0
M,302.2,310.7,1601,33,166,0
L,299,308.7,1507,37.5,134,0
H,300.6,310.7,1501,45.3,175,0
L,301.5,310.4,1425,54.4,7,0
L,299.2,308.5,1378,53.4,100,0
M,298.4,309.2,1597,33.5,116,0
L,298.3,309.4,1570,35.6,138,0
H,297.5,308.5,1671,28,158,0
L,300.7,311.1,2377,14.3,135,0
M,298.3,307.7,1520,41.4,10,0
L,300.9,310.9,1755,27.9,148,0
M,301.2,310.7,1962,22.5,28,0
H,301.2,310.6,1352,52,69,0
M,297,308.1,1355,51.4,76,0
M,300.9,310.8,1519,34.9,73,0
L,303.5,313,1322,59.5,71,0
L,303.9,313.1,1639,29,95,0
L,298.9,309.7,1449,48.8,147,0
L,303.9,313.2,1481,40,100,0
M,298.1,308.2,1654,35.3,155,0
L,298.8,309.8,1563,33.7,143,0
M,301.9,310.8,1557,35.3,65,0
M,297.8,309.4,1226,58.7,129,0
L,300.3,310,1560,40.8,182,0
M,298.9,310.1,1513,41.5,80,0
L,303.8,312.8,1428,53.3,152,0
L,302.2,311.3,1378,55.5,35,0
L,302.5,311.6,1419,43.7,39,0
M,302.1,311,1574,34.1,215,0
L,302.4,310.1,1645,31.6,93,0
L,297.1,308.5,1733,28.7,50,0
L,299.2,308.4,1475,38.7,22,0
L,300,311.3,1703,30.4,85,0
L,300.7,310.8,1486,37.1,186,0
L,299.3,309.1,1634,36.8,62,0
M,298.8,309.9,1495,35.2,214,0
M,300.4,311.8,1442,45.1,0,0
M,299.1,308.2,1435,45.2,45,0
L,300.8,311.4,1316,57.6,43,0
H,297,307.9,1846,27.3,179,0
L,297.4,308.9,1708,28.8,174,0
L,297,308.2,1577,29.4,130,0
L,301.5,310.6,1381,50.7,206,0
L,299,308.7,1396,48.6,0,0
L,298.4,308,1515,42.8,125,0
L,300.2,311.7,1603,30.5,176,0
L,297.7,307.2,1668,32.7,31,0
L,303.2,312.6,1601,35.3,148,0
L,298.4,308.5,1741,32.8,112,0
H,301.9,311,1336,63.6,111,0
H,302.6,311.7,1471,48.3,25,0
H,302.9,311,1452,58.3,123,0
L,300.8,310.5,1482,39,47,0
L,302,310.4,1464,47.2,159,0
L,300.2,309.5,1417,41.1,129,0
L,303.4,312.3,1680,30.6,67,0
L,300.9,311,2003,20.2,138,0
L,302,310.1,1361,45.4,174,1
L,300.6,310.7,1455,40.6,82,0
L,300.7,311.8,1443,43.7,217,0
L,300,309.1,1489,40.3,7,0
H,303.8,312.5,1525,38,209,0
L,301.8,310.8,1546,43.4,29,0
L,296.6,307.4,1389,42.7,48,0
H,300,309,1622,31.8,103,0
L,300.5,310.3,1336,57.1,29,0
L,297.8,308.8,1421,49.6,101,0
H,301.4,310.5,1421,43.8,182,0
L,300.4,311.7,1460,39.6,162,0
M,297.7,309.1,1732,28.1,167,0
L,301,312.2,1776,28.8,138,0
H,302.3,311.7,1456,45.4,130,0
L,297.9,308.6,1691,29.6,116,0
M,301.9,309.6,1385,45.8,217,0
L,302.1,311.4,1446,39.7,95,0
L,301,311.4,1478,39.5,75,0
L,296.8,307.4,1549,48.3,105,0
H,304.2,313.5,1684,29.8,156,0
M,300.8,310.9,1514,38.7,66,0
M,301.1,310.9,1396,45.1,12,0
L,302.4,310.2,1539,37.7,29,0
L,300.4,309.7,1314,50.2,179,0
L,297.4,309,1583,32,166,0
L,299.2,308.5,1381,60.6,59,0
L,303.5,311.5,1535,33.3,120,0
M,300.3,311.3,1377,53.8,125,0
H,298,308.7,1536,39.6,99,0
M,300.4,311.4,1355,56.2,122,0
L,297.1,308.3,1496,45.8,190,0
L,298.9,308.8,1530,38.3,23,0
L,300.8,310.3,1537,33.3,52,0
L,300.1,311.4,1418,47.7,73,0
L,298.6,309.6,1390,50.3,196,0
L,302,310.4,1450,46.6,165,0
L,298,307.8,1266,60.5,81,0
L,299.1,308.2,1493,34.9,119,0
L,296.9,307.8,1466,45.7,153,0
L,297.9,308.1,1531,40.8,2,0
M,300.3,311.7,1319,51.4,170,0
L,301.8,310.3,1765,27.3,29,0
M,300.5,309.9,1466,53.2,172,0
M,296.4,307.3,2077,19.1,80,0
M,301,310.6,1460,53.6,74,0
L,303,311.1,1525,40.7,179,0
L,302.7,311.1,1440,39.5,146,0
L,301.4,310.8,1490,38,168,0
H,301.6,309.9,1423,53.6,95,0
H,297.7,308.2,1489,43,151,0
M,301.2,310.7,1615,34.9,95,0
M,300.7,311,1263,52.3,104,0
L,298.7,309.9,1753,26.8,40,0
M,303.8,312.7,1507,38.5,180,0
L,301.9,309.6,1410,49,223,0
L,297,307.7,1867,22.8,118,0
M,299.7,310.3,1429,47.7,35,0
L,298.9,310.1,1750,25,156,0
M,299.2,308.2,1674,28.2,14,0
L,301.9,311,1289,54.9,128,0
M,299.5,309,1701,28.6,98,0
M,296.9,307.8,1544,40.3,150,0
L,297.5,309,1470,43.5,191,0
H,303.7,312.6,1711,27.6,170,0
L,296.5,307.3,1566,37.2,164,0
L,302.6,311,1506,37.2,95,0
L,302.9,312.4,1698,33.8,202,0
L,300,309.1,1401,44.5,0,0
M,301.2,310.4,1382,41.6,117,0
L,303.7,312.5,1462,46.2,165,0
L,299.7,311,1983,21,201,0
L,300.5,311.6,1534,37.7,90,0
L,301.4,310.7,1428,53.7,176,0
L,299,310.1,1447,42.8,104,0
M,298.8,310.6,1640,33.8,9,0
L,298.5,309.4,1560,37.9,37,0
L,300.3,309.1,1699,30.3,178,0
M,300.8,310.9,1522,41.7,115,0
L,300,309.6,1452,46,51,0
L,302.4,310.1,1556,32.9,132,0
L,299.5,310.8,1873,22.3,211,0
L,303.2,312.6,1281,57,144,0
H,301,310.6,1366,50.6,106,0
M,298,307.6,1301,58.5,155,0
L,300.2,309.7,1275,60.7,15,0
L,297.4,308.3,1431,43,113,0
L,300.6,310.8,1533,38.5,117,0
M,301,310.1,1681,27.4,212,0
M,301.9,311,1467,48.1,43,0
M,301.1,312.4,1809,25.1,126,0
L,300,311.3,1407,47.3,208,0
L,300.1,309.1,1353,58.7,86,0
H,297.7,308.8,1469,43.7,96,0
L,300.6,309.4,1552,36.4,113,0
L,297.9,307.7,1517,44.4,67,0
L,299,310,1509,38,168,0
L,297.1,307.9,1456,50,166,0
L,298.8,308.6,1730,25.9,59,0
L,297.4,308.3,1723,28.8,33,0
L,297.5,308.6,1596,36,141,0
L,298.2,308.1,1462,50.8,27,0
H,300.1,311.4,1485,40.4,75,0
L,300.6,309.4,1468,44.1,76,0
L,298.9,308.9,1830,24.9,35,0
M,303.1,311,1510,47.6,16,0
L,304.3,313.5,1464,36.7,194,0
H,302.2,311.1,1553,34.1,89,0
M,298.2,309.1,1411,45.8,157,0
M,302.6,310.5,1965,20.2,40,0
L,301.4,310.4,1559,39.4,199,0
L,300.2,311,1627,33.7,147,0
L,297.2,307.9,1441,40,195,0
L,298.6,309.9,1615,28.8,199,0
L,297.6,308.7,1552,42.3,27,0
L,298.1,308.2,1390,47.5,33,0
H,304.2,313.5,1546,41.4,58,0
L,299.4,309.3,1401,59,38,0
M,300.2,309.4,1329,53.6,186,0
M,298.8,308.6,1486,41.9,92,0
L,297.5,308.4,1440,35.9,13,0
L,302.5,311.2,1227,60.1,167,0
L,297.9,307.6,1589,37.8,120,0
H,301.9,311,1430,49.8,174,0
L,298.5,308.8,1305,58.7,26,0
L,300.2,311.5,1500,40.8,17,0
L,297,307.8,1385,56.4,202,1
M,298.8,310.2,1583,35.7,116,0
H,297.3,308.6,1499,37.6,147,0
L,297.7,307.6,1844,21.9,61,0
L,301.4,310.6,1634,31.1,171,0
L,302.8,312.4,1392,46.2,70,0
L,300.6,309.6,1423,49.1,74,0
L,301.8,310,1393,44.9,208,0
L,301,310.9,1492,36.7,199,0
L,298.3,308,1451,47.1,196,0
M,297.3,308.4,1665,28.9,17,0
L,300.1,309.1,1478,46.9,116,0
L,299.7,309.2,1620,30,168,0
L,300.4,309.7,1534,42.5,127,0
L,297.5,308.6,1621,28.9,0,0
L,300,309.4,1460,43.5,102,0
M,302.3,311.4,1418,41.3,62,0
M,298,308.5,1666,31,198,0
M,298,308.6,1507,37.3,217,0
H,300.1,309.4,1329,55.2,143,0
L,299.6,309.4,1677,31.1,191,0
L,302.6,311.5,1885,27.5,147,0
L,297.4,308.5,1389,39.2,54,0
L,299.2,308.4,1445,43.5,224,0
L,298.2,308,1411,42.4,48,0
M,303.3,312.4,1505,38.9,68,0
M,296.8,307.8,1551,38.9,112,0
H,299.1,308.3,1424,43.4,16,0
L,302.6,310.4,1478,47.7,189,0
H,299.2,308.8,1440,39.1,188,0
L,297.6,308.3,1816,28.8,106,0
L,298.6,309.9,1556,38.6,36,0
H,299.8,309.3,1595,32.1,183,0
L,300.2,309.4,1527,37,194,0
L,301.3,310.6,1556,39,72,0
L,298.2,308.9,1605,32,79,0
L,302.7,312.3,1421,48.5,0,0
L,299.1,310.6,1326,49.7,78,0
H,301.3,311,1580,36.6,184,0
L,297.6,308.3,1623,36.9,61,0
L,302.1,311.4,1889,22.7,194,0
L,298.6,308.3,1278,60.5,32,0
H,297.7,307.4,1432,40.2,132,0
L,303.7,312.4,1718,26.5,130,0
H,298.8,308.8,1445,49.9,4,0
L,301.5,310.9,1600,39,160,0
L,297.4,308.6,1680,32.8,200,0
L,299.8,309.7,1624,34.2,96,0
L,296.9,307.6,1435,45,119,0
L,296.8,308,1510,39.4,29,0
L,297.4,308.5,1477,40.7,74,0
M,300.4,311.9,1335,58.3,9,0
L,297.5,308.5,1546,40.4,129,0
L,301.1,310.5,1324,52.4,171,0
H,301.3,311,1341,59.3,134,0
L,297.5,308.2,1419,48.5,108,0
M,301.5,310.4,2639,12,21,1
L,300.6,309.8,1688,28.6,135,0
M,297.1,308,1690,25.6,159,0
M,302.3,310.9,1710,30.4,218,1
L,301.2,310.7,1644,31.6,166,0
L,295.6,306.2,1823,25.8,29,0
M,301.2,310.7,1394,42.8,168,0
L,298.6,309.8,1544,30.2,113,0
L,296.7,308,1451,50.7,197,0
H,299.5,310.8,1600,32.4,67,0
M,296.2,306.8,1526,42.3,129,0
H,299.9,310.3,1535,43.9,154,0
M,303.7,312.6,1429,43.3,189,0
L,297.8,308.4,2129,19.2,148,0
H,298.8,309.2,1425,53.9,135,0
L,296.2,307.1,1441,41.7,3,0
H,300.4,311.2,1489,45.3,180,0
H,297.3,308.6,1431,42,109,0
L,303.6,312,1391,50.3,101,0
L,300.3,311.7,1821,26.3,202,0
L,298.3,309.6,1527,30.9,189,0
L,300,309.4,2010,20,55,0
L,300.6,310.8,1378,51.2,119,0
L,301.5,310.9,1451,40.6,0,0
M,295.7,306.3,1347,50.4,46,0
M,300.1,311.7,1400,48.5,205,0
M,301.8,311,1839,23.6,30,0
M,299.3,309.1,1376,46.7,49,0
L,300.1,310.5,1500,39.8,107,0
L,299,310.2,1575,37.8,42,0
L,298.7,309.2,1586,31.4,180,0
L,299.5,310.1,1585,35.2,50,0
H,298.2,310,1433,44.2,68,0
L,298.2,308.4,1497,37.7,207,0
L,303.8,312.9,1442,48.3,52,0
L,301.3,310.6,1376,47.6,45,0
M,301.9,310.6,1475,47.8,179,0
L,298.8,308.6,1535,41.2,40,0
M,299.7,311,1435,50.1,168,0
L,302.5,311.9,1481,42.9,52,0
L,300.2,311.5,1528,36.1,125,0
L,304,313.2,1584,38.7,104,0
M,298.9,310,1487,36.6,129,0
L,300.4,310.8,1520,37.6,151,0
L,303.6,311.8,1614,33.2,155,0
M,298.4,308.5,1576,27.4,55,0
L,301.5,310.7,1423,44,222,0
L,296.9,308.4,1390,41.8,184,0
L,300.2,309.9,1566,36.4,170,0
M,304,313.1,1466,39.5,83,0
L,300.1,309.4,2141,17.9,33,0
L,300.6,311.7,1428,52.6,208,0
M,302.2,311.7,1393,42.5,53,0
M,298.1,307.6,2066,19.2,150,0
L,300.8,311.7,1414,49,10,0
L,301.8,311.3,1471,44.2,148,0
M,298.8,309.7,1480,38.1,157,0
L,301,311,1553,35.8,26,0
L,300.1,310.5,1356,45.8,126,0
L,300.5,311.6,1730,30.2,106,0
M,300.3,309.1,1458,44.3,175,0
M,303.8,312.7,1488,41.3,175,0
L,298.6,308.2,1390,51.4,168,0
H,298.8,309.8,1563,38.8,65,0
M,302.4,310.4,1586,34.3,149,0
M,301.4,310,1651,29.8,44,0
H,298.5,309.7,1561,35.3,208,0
L,297.4,308.6,1324,59.1,118,0
L,297.4,308.6,1488,36.4,71,0
L,299.3,308.7,1579,36.3,211,0
L,302.9,312.5,1629,30.4,74,0
M,301.5,310.6,1403,47.4,34,0
M,300.2,310.2,1438,51.5,7,0
L,301.9,310.8,1650,29.8,94,0
M,302.1,310.7,1376,46.3,210,1
L,302.2,310,1483,48.7,20,0
H,298.4,308.1,1891,24.7,158,0
L,298.6,309.4,1471,48,141,0
L,299.2,308.4,1620,34.1,89,0
H,303.4,312.3,1769,27.9,40,0
L,303.1,311.2,1399,49.2,111,0
L,300.3,309.6,1537,37.1,187,0
M,297.8,307.6,1352,49.4,102,0
L,298.4,308.1,1491,50,156,0
M,303.5,312.3,1543,33.3,71,0
M,303.8,312.7,1374,53.6,136,0
H,298.7,309.2,1449,42.3,182,0
H,302,310.9,1679,29,222,0
M,298.2,307.7,1681,31,84,0
L,301,311.4,1484,36.2,188,0
L,298.9,310.3,1456,44.1,118,0
L,300.1,309.8,1532,39.8,115,0
M,300.2,310.4,1202,61.7,74,0
L,302.3,311.5,1794,26.1,7,0
L,304.2,313.4,1421,43.4,56,0
M,298.8,310,1484,44.9,80,0
L,300.2,311.4,1331,49.8,143,0
L,302.8,312.2,1509,36.5,52,0
H,297.9,307.4,1604,36.1,225,1
M,303.3,312.6,1482,44.4,73,0
L,296.8,307.5,1347,54.8,43,0
M,300.7,311.5,1441,40.6,33,0
L,297.4,308.6,1532,38.7,136,0
L,298.1,308.5,1676,30.5,22,0
L,299.3,308.5,1589,32.7,74,0
L,298.3,307.8,1906,22.1,104,0
M,300.5,310.5,1469,42.9,14,0
H,299.4,309.2,1513,36.1,212,0
L,299.6,310.2,1468,48,9,0
L,301.9,311,1642,33.1,126,0
M,298.2,308.8,1645,28.2,58,0
L,301.5,310.7,1466,43.6,56,0
L,302.4,310.4,1456,47.6,127,0
L,302.9,312.5,1683,32.1,85,0
M,297.4,308.4,1517,41,18,0
L,302.7,312.2,1336,46.8,179,0
L,302,309.9,1388,51.4,183,0
M,297.4,308.5,1638,32.2,84,0
L,299.1,308.4,1543,37.9,130,0
L,298.2,308.7,1605,29.4,47,0
L,298.2,307.8,1627,31.5,64,0
L,296.9,307.8,1400,57.1,202,1
L,299.4,309.3,1366,48.4,116,0
L,302.4,311,1462,48.5,81,0
L,300.6,310,1438,53.8,103,0
L,298,307.5,1618,35.2,31,0
M,298.6,309.7,1675,28.4,115,0
M,295.6,306.1,1669,29,161,0
L,300.3,309.8,1450,55,135,0
L,302,310.8,1767,27.4,11,0
H,302.6,310.4,1649,30.1,62,0
L,299.7,309.1,1417,50.1,187,0
L,300.6,310.2,1489,47.8,21,0
L,298.2,309,1418,44.2,87,0
M,298.2,307.8,1599,31.2,173,0
L,302.7,310.5,1351,41.8,10,1
L,302.1,311.2,1519,39.3,155,0
M,297.9,309,1530,40.9,42,0
H,301.9,311,1291,63.6,137,0
M,302.4,310.3,1378,54.3,165,1
L,295.9,306.4,1892,21.7,72,0
L,296.7,307.6,1540,38.6,53,0
H,303.3,312.6,1827,24.2,132,0
M,297.5,309.2,1347,55.8,188,0
M,302.2,311,1436,47,187,0
M,300.9,310.4,1576,40.4,92,0
L,298.2,307.9,1399,54.9,139,0
M,299.8,310,1632,33.7,172,0
L,300.1,309.6,1541,37,96,0
L,300.2,309.8,1430,55,102,0
H,298,309.4,1562,38.1,58,0
M,298.5,309.6,1509,47.3,2,0
L,297.6,309.5,1549,34.9,68,0
L,297.1,308.5,1578,35.6,46,0
L,298.3,308.4,1585,30.6,127,0
L,297.7,308.9,1838,27.3,99,0
M,300.2,311.6,1533,46.4,24,0
M,301.5,310.4,1350,54.9,153,0
L,296.9,307.7,1424,43.3,120,0
M,302.3,311.7,1486,39.6,147,0
H,301.9,310.3,1653,32.4,100,0
M,301.4,310.9,1557,39.3,174,0
L,302.6,312.3,1512,34.2,44,0
L,299.3,308.8,1341,47.7,199,0
L,300.5,309.5,1255,62.1,138,0
L,298,308.6,1532,42.6,54,0
M,299.6,309.2,1651,30.8,92,0
L,302.5,311.8,1335,52.7,135,0
H,300,310.5,1558,36.7,137,0
M,299,310.3,1689,29.7,101,0
L,299.6,311,1574,35,133,0
L,302.2,310.8,1340,47.8,54,0
L,300.4,310.4,1486,46.3,48,0
L,303.7,312.7,1335,51.1,161,0
L,300.3,309.9,1393,56.1,12,0
L,299.3,309.1,1496,37.2,149,0
L,300.9,310.8,1482,37,5,0
L,298.6,308.2,1361,68.2,172,1
M,302.1,311.5,1383,53.6,108,0
M,300.5,311.6,1658,30.4,170,0
H,304,312.9,1495,46.6,0,0
M,297.6,309.7,1541,33.7,165,0
L,298,308.8,1489,36.5,109,0
L,302.6,311.5,1427,38.9,213,0
H,297.1,308.2,1790,30.3,128,0
L,298.9,310.1,1523,39.1,53,0
L,299.8,309.4,1555,34.8,122,0
M,300.4,309.8,1725,30.4,195,0
M,297.5,308.3,1521,38.2,74,0
L,300.1,311.5,1434,40.8,80,0
M,299.1,308.8,1725,26.6,172,0
L,297.5,308.6,1452,39,72,0
M,302.3,311.8,1443,43.4,175,0
L,300.8,312.4,1825,23.8,127,0
M,299.5,309,1602,31.3,210,0
L,298.2,309,1596,37.2,87,0
L,298.4,308.1,1375,50.8,94,0
H,297.6,309.6,1419,48.2,215,0
L,300.5,311.6,1425,42.4,102,0
L,298.4,308.7,1523,36.1,126,0
L,298.9,308.2,1686,30.4,53,0
H,298.8,309,1497,43.8,147,0
L,299.8,309.2,1491,47.5,216,0
L,300.1,309.5,1557,40.6,59,0
M,304.1,313.5,1428,39.9,88,0
M,298.1,308.8,1628,37.6,12,0
L,297.7,308.1,1734,30.7,177,0
L,299.1,310.6,1380,44.7,170,0
L,300.1,309.2,1326,55.9,55,0
L,301.9,310.5,1340,55.7,204,1
L,299.4,310.6,1348,54.5,22,0
M,300.3,310,1409,43.2,9,0
L,298,308.6,1481,42.5,54,0
M,298.6,309.8,1430,43.1,80,0
M,303,311.2,1387,41.4,100,0
H,299.8,311.3,1785,25.4,139,0
L,298.1,309.5,1467,41.8,48,0
M,296.6,307.4,1790,25.8,72,0
M,297.6,308.6,1585,42,90,0
M,301.1,311.2,1407,53,165,0
L,300.3,311.7,1989,22.3,121,0
H,300.9,310.9,1474,35.7,175,0
H,301.2,310.7,1747,27.3,35,0
M,298.2,309.4,1408,46.5,76,0
M,300.3,311.1,1350,58.7,130,0
L,298.4,308.4,1515,40.1,179,0
L,298.2,307.8,1439,41.6,62,0
M,297.7,308.8,1388,45.6,190,0
M,297.3,309,1556,39.5,168,0
M,301.3,311,1410,52.7,161,0
L,298.7,308.5,1467,40.7,106,0
L,300.7,311.1,1427,50.3,137,0
L,301.6,310.6,1455,43.9,0,0
M,299.5,310.7,1424,41.3,101,0
M,298.6,309.5,1568,36.7,182,0
L,297.7,309.3,1559,36.9,145,0
M,297,307.9,1493,34.7,57,0
L,301,310.9,1392,52.9,173,0
M,298.6,309.9,1818,24.9,9,0
L,297.7,308.2,1334,53,156,0
M,302.1,311.1,1450,51.6,86,0
L,301.4,310.6,1578,33,181,0
L,298.5,309.4,1548,37.7,43,0
M,300.2,311.4,1427,39.7,196,0
M,297.2,308,1765,31.1,191,0
L,302.9,311.1,1555,33.9,96,0
L,298.6,309.6,1386,48.6,25,0
L,298.9,308.6,1771,24.1,213,0
L,298.8,310,1412,46.3,107,0
M,301.9,310.9,1421,46.2,26,0
L,300.6,309.8,1629,37.6,162,0
M,303.6,312.3,1698,31.3,100,0
L,297.5,308.4,1489,39.5,96,0
L,301.4,310.7,1376,50.6,25,0
L,300,311.4,1383,49.6,101,0
L,302,310.5,1809,27.1,175,0
L,302.3,311.1,1630,35.6,183,0
M,302.7,311.7,1759,29.9,5,0
M,303.9,313,1620,36.6,80,0
H,297.8,308.4,1550,38.2,185,0
L,300.4,311.8,1320,57.9,168,0
L,300.5,309.9,1382,46.5,134,0
L,303.7,312.4,1404,46.6,119,0
M,302.2,311.3,1375,47,98,0
L,299.9,311.3,1371,52.3,167,0
L,297.9,308.8,1386,48.6,75,0
H,299.4,309,1415,51.7,62,0
M,296.7,307.8,1537,36.3,233,0
M,300.1,311.4,1913,21.9,15,0
L,302.6,310.3,1479,40.4,105,0
L,298.9,310.2,1362,53,185,0
H,298.8,310.1,1567,36.8,197,0
L,297.4,308.6,1446,48.1,88,0
L,300.1,309.7,1601,35.8,160,0
M,301.7,311.1,1578,40.5,174,0
L,297.2,308.5,1574,35.8,95,0
M,299.7,310.6,1572,38,139,0
L,300.2,311.4,1452,47.8,34,0
L,299.1,308.3,1325,46.9,28,0
M,300,309.9,1530,34.5,71,0
L,296.9,307.6,1452,45.7,122,0
L,300.4,309.4,1412,51.6,153,0
L,302.2,311.4,1510,44.9,33,0
L,295.6,306.2,1612,31.2,131,0
L,301.4,311.3,1674,33.3,46,0
M,302.1,311.3,1511,45,204,0
H,299,310.3,1658,27.6,69,0
H,300.5,309.4,1502,34.3,40,0
M,299.2,308.5,1742,28.9,150,0
L,296.3,307.3,1398,52.7,31,0
M,296.9,307.9,2010,18.9,86,0
M,300.5,312,1867,23,103,0
L,296.8,307.8,1480,39.4,122,0
L,299.5,310.7,1589,33.5,5,0
M,300.4,309.3,1467,40.3,166,0
L,301.2,310.8,1479,41.2,155,0
L,303.9,312.9,1526,42.5,194,0
L,300.1,311.4,1729,29.3,71,0
L,303.4,311.9,1298,63.9,59,1
M,300.4,311.2,1366,56.1,177,0
L,299.2,310.3,1507,41.3,158,0
L,297.8,307.5,1448,51.2,107,0
M,302.5,310.3,1447,39.2,172,0
H,300.5,311.6,1476,41.7,97,0
M,296.2,307,1516,37.6,25,0
M,304.1,313.3,1494,39,49,0
M,298.5,309.6,1492,41.7,100,0
L,302.6,312.4,1628,33,15,0
M,304.2,313.5,1437,47.2,102,0
L,298.4,308.1,1367,57.8,92,0
L,301.1,311.7,1816,24.5,7,0
L,297.6,308.3,1502,43.2,139,0
L,300.2,310.1,1440,51.1,41,0
L,295.7,306.1,1408,47.9,117,0
M,299.9,309.5,1582,38.2,160,0
L,301.7,310.5,1377,43.1,183,0
L,298.6,309.4,1375,55.4,145,0
M,299.1,308.7,2008,20.3,178,0
M,299.3,309.2,1440,37.5,111,0
H,299.2,308.8,1908,21.3,104,0
L,300.2,311.6,1446,47.3,66,0
M,302.7,312,1538,36.7,74,0
L,296.6,307.4,1465,47.8,187,0
L,303.6,311.8,1222,66.8,148,1
L,304,313.1,1465,41,69,0
H,297.3,308.8,1564,38,191,0
L,296.5,307.4,1523,40.7,85,0
M,298,307.5,1387,45.5,166,0
M,298.1,308.6,1415,46.3,27,0
L,303.7,312.7,1989,22.4,166,0
L,298.1,308.7,1671,28.8,41,0
L,298.6,309.8,1505,45.7,144,0
L,297.8,308.8,1621,36.1,68,0
M,300.6,310.5,2156,18,16,0
L,301.1,310.4,1874,24.8,47,0
M,300.6,309.8,1694,31.1,187,0
L,300.1,309.7,2151,17.5,173,0
M,298.9,310.2,2099,20,98,0
M,298.8,308.6,1598,35.1,52,0
L,299.6,310.1,1553,38,83,0
H,297.6,309.6,1428,46.6,13,0
M,298.3,310.1,1389,49.6,75,0
M,300.8,310.4,1518,36,59,0
L,301.6,311,1485,40.1,142,0
L,298.6,309.4,1440,48.2,136,0
H,298.9,309.3,1375,42.7,58,0
L,300.2,311.6,1372,49.2,195,0
L,303.3,312.6,1623,34.6,102,0
L,298.6,309.8,1332,46.4,76,0
L,300.3,311.8,1547,39.7,121,0
L,304,313.2,1481,42.6,213,0
H,299,310.2,1744,31.5,0,0
L,297.3,308.6,1446,50.1,144,0
L,296.9,307.8,1653,29.7,137,0
M,300,309.3,1932,21.8,135,0
L,295.3,305.7,1475,51,187,0
M,298.1,309,1661,38.2,82,0
L,302.4,311.1,1634,34.2,184,0
M,298.6,308.2,1488,44,43,0
L,297.2,308.1,1431,49.7,210,1
L,300.3,309.6,1435,45.4,181,0
L,297.9,307.6,1298,52.7,132,0
M,297.4,308.5,1472,42,150,0
L,297.4,308.8,1353,49.4,188,0
L,299.4,308.7,1381,56.7,102,0
M,302.1,310.9,1916,23.1,51,0
M,299.8,309.4,1401,48.1,143,0
L,297,308.1,1489,44.1,96,0
L,301.5,310.8,1593,34.5,162,0
L,300.7,311,1318,48.2,128,0
L,303.9,312.8,1419,47.9,196,0
L,300.6,309.6,1682,30.7,78,0
L,299.6,309.2,1540,36.7,221,0
H,303.7,311.9,1332,52.7,66,1
M,300.2,311.7,1555,37.4,169,0
L,302.2,311,1555,34.2,185,0
H,302.2,310.7,1413,48.9,114,0
L,298.8,310.1,1653,30.3,119,0
L,298.4,309.3,1409,43.1,166,0
L,300.6,310.2,1341,52.6,21,0
M,303.8,312.5,1366,45.1,143,0
L,298.5,308.7,1609,35.3,117,0
L,298.4,309.2,1651,28.5,141,0
M,301.6,310.4,1455,39,118,0
M,301,311.3,1454,41.5,57,0
M,301.6,310.4,1377,44.9,161,0
L,303.7,312.2,1619,34.9,92,0
L,299.2,310.6,1370,61.9,42,0
L,302.8,312.2,1433,50,216,0
M,303.7,312.8,1558,37.7,206,0
L,297.4,309.2,1437,40.4,117,0
L,299.6,310.9,1853,26.3,166,0
M,300.7,310.1,1483,40.2,162,0
L,299.6,310.8,1507,42.4,108,0
L,298,307.7,1606,30.8,17,0
L,299.8,311.1,1603,35.1,179,0
M,299,308.7,1620,35.4,199,0
M,297.5,308.4,1369,54.8,145,0
H,298.4,308.5,1398,47.1,122,0
L,301.1,310.8,1724,27.5,101,0
H,297.7,309.3,1400,48.9,147,0
M,301,311.6,1609,35.8,156,0
H,299.7,309.2,1456,40.6,182,0
L,299.5,309.3,1333,54.1,147,0
L,303.7,312.8,1437,51.3,42,0
M,298.6,309.8,1419,44.9,115,0
M,301.8,311.1,1663,31.6,199,0
L,298.8,308.6,1631,32.4,38,0
L,297.9,307.8,1365,46.9,73,0
L,298.6,310,1517,41.2,64,0
M,295.7,306.3,1685,34.9,84,0
M,299.2,308.6,1586,35.7,138,0
M,298.8,309.8,1288,61.9,79,0
H,302.6,310.4,1409,53.3,52,0
L,300.2,309.5,1495,32.6,49,0
L,300.9,310.5,1599,40.5,57,0
M,300.6,310.2,1233,52.3,23,0
M,300.6,310.4,1407,51.1,157,0
L,301,310.6,1641,33.4,12,0
L,300.8,311.3,1524,43.5,71,0
L,300.6,310.5,1644,33.8,148,0
L,300,311.4,1484,37,183,0
L,302.3,311.5,1507,37.5,55,0
L,297.4,308.3,1490,42.6,164,0
L,298.5,309.8,1468,40.9,157,0
M,298.1,309.1,1448,52.5,150,0
L,297.9,307.8,1451,38.2,80,0
L,301.6,310.9,1385,51.2,132,0
L,302.3,311.2,1758,24.4,68,0
L,298.3,309.3,1558,37.2,73,0
L,300.4,311.8,1589,42,201,0
L,299.6,310.8,1644,30.9,114,0
L,301.5,310.6,1453,44,208,0
L,299,310.1,1505,41.3,85,0
L,299.3,308.7,1802,26,130,0
L,302.1,311.2,1454,46.8,0,0
M,300.1,311.3,1523,34.1,135,0
